unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
8A78B2AF-BF22-5CB0-E053-6B04A8C0F504,295000,05/04/2019,LE16 7FU,S,Y,F,1,LANGDALE,THORPE LANGTON,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF22-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BED9-5CB0-E053-6B04A8C0F504,295000,04/04/2019,LE16 7FU,S,Y,F,2,LANGDALE,THORPE LANGTON,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BED9-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BF4B-5CB0-E053-6B04A8C0F504,715000,26/04/2019,LE16 7FU,D,Y,F,4,LANGDALE,THORPE LANGTON,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF4B-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BF04-5CB0-E053-6B04A8C0F504,295000,12/04/2019,LE16 7GD,F,Y,L,23,AVON HOUSE,WELLAND PLACE,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF04-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BF19-5CB0-E053-6B04A8C0F504,309950,05/04/2019,LE16 7GD,F,Y,L,26,AVON HOUSE,WELLAND PLACE,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF19-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BF61-5CB0-E053-6B04A8C0F504,294950,15/04/2019,LE16 7GD,F,Y,L,34,AVON HOUSE,WELLAND PLACE,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF61-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BE1C-5CB0-E053-6B04A8C0F504,141500,25/04/2019,LE16 7GL,F,N,L,17,SWIFT HOUSE,ST MARYS ROAD,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BE1C-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BE1E-5CB0-E053-6B04A8C0F504,210000,16/04/2019,LE16 7GL,F,N,L,19,SWIFT HOUSE,ST MARYS ROAD,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BE1E-5CB0-E053-6B04A8C0F504/current,
8CAC1318-6BED-0253-E053-6B04A8C08E51,824950,24/04/2019,LE16 7GN,S,Y,F,6,NORTHFIELD AVENUE,GREAT BOWDEN,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-6BED-0253-E053-6B04A8C08E51/current,
87E1551E-5386-6405-E053-6C04A8C0B2EE,250000,04/04/2019,LE16 7JF,F,N,L,FLAT 3,31,BURNMILL ROAD,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5386-6405-E053-6C04A8C0B2EE/current,
87E1551E-5429-6405-E053-6C04A8C0B2EE,460000,08/04/2019,LE16 7XT,D,N,F,5,SHELLAND CLOSE,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5429-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-BF7B-5CB0-E053-6B04A8C0F504,295000,05/04/2019,LE16 8DP,S,Y,F,9,DRAYTON ROAD,MEDBOURNE,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF7B-5CB0-E053-6B04A8C0F504/current,
87E1551E-563D-6405-E053-6C04A8C0B2EE,495000,04/04/2019,LE16 8FL,D,Y,F,2,COLERIDGE WAY,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-563D-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-BF13-5CB0-E053-6B04A8C0F504,170000,05/04/2019,LE16 9AX,T,N,F,37,NELSON STREET,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,B,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF13-5CB0-E053-6B04A8C0F504/current,,
87E1551E-54EE-6405-E053-6C04A8C0B2EE,465000,10/04/2019,LE16 9BZ,S,N,F,70,COVENTRY ROAD,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-54EE-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-BCB1-5CB0-E053-6B04A8C0F504,185000,15/04/2019,LE16 9EJ,T,N,F,55,BATH STREET,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BCB1-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BD20-5CB0-E053-6B04A8C0F504,485000,29/04/2019,LE16 9FE,D,N,F,5,MILLERS GARDENS,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BD20-5CB0-E053-6B04A8C0F504/current,,
8CAC1318-6C0A-0253-E053-6B04A8C08E51,459995,30/04/2019,LE16 9FR,D,Y,F,14,CORN STREET,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-6C0A-0253-E053-6B04A8C08E51/current,,
87E1551E-5665-6405-E053-6C04A8C0B2EE,324995,12/04/2019,LE16 9FR,D,Y,F,15,CORN STREET,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5665-6405-E053-6C04A8C0B2EE/current,,
8F1B26BD-E20E-53DB-E053-6C04A8C03649,430000,26/04/2019,LE16 9FX,D,Y,F,29,STEEPLECHASE WAY,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-E20E-53DB-E053-6C04A8C03649/current,,
8F1B26BD-E208-53DB-E053-6C04A8C03649,456000,26/04/2019,LE16 9FX,D,Y,F,33,STEEPLECHASE WAY,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-E208-53DB-E053-6C04A8C03649/current,,
8F1B26BD-E20F-53DB-E053-6C04A8C03649,354000,26/04/2019,LE16 9FX,D,Y,F,35,STEEPLECHASE WAY,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-E20F-53DB-E053-6C04A8C03649/current,,
87E1551E-54BD-6405-E053-6C04A8C0B2EE,195000,05/04/2019,LE16 9GF,S,N,F,34,FOUNT COURT,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-54BD-6405-E053-6C04A8C0B2EE/current,,
8A78B2B0-6431-5CB0-E053-6B04A8C0F504,229500,26/04/2019,LE16 9GX,S,N,F,23,ADVENT WALK,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,B,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2B0-6431-5CB0-E053-6B04A8C0F504/current,,
8A78B2B0-6432-5CB0-E053-6B04A8C0F504,275000,26/04/2019,LE16 9GZ,T,N,F,18,BRIDEGROOM STREET,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,B,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2B0-6432-5CB0-E053-6B04A8C0F504/current,,
87E1551E-5439-6405-E053-6C04A8C0B2EE,135000,12/04/2019,LE16 9HZ,F,N,L,FLAT 14,MARSHALL COURT,NORTHAMPTON ROAD,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5439-6405-E053-6C04A8C0B2EE/current,
87E1551E-5484-6405-E053-6C04A8C0B2EE,268000,05/04/2019,LE16 9PJ,S,N,F,182,STUART ROAD,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5484-6405-E053-6C04A8C0B2EE/current,,
8A78B2B0-6471-5CB0-E053-6B04A8C0F504,183000,08/04/2019,LE16 9QN,T,N,F,19,GARDINER STREET,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,B,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2B0-6471-5CB0-E053-6B04A8C0F504/current,,
9B361206-7014-1904-E053-6B04A8C0EEB5,158000,12/04/2019,LE16 9TL,D,N,F,18,PAGET ROAD,LUBENHAM,MARKET HARBOROUGH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-7014-1904-E053-6B04A8C0EEB5/current,
8A78B2AF-BE8E-5CB0-E053-6B04A8C0F504,495000,29/04/2019,LE17 4QS,D,N,F,15,GLOSTER ROAD,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BE8E-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BE9B-5CB0-E053-6B04A8C0F504,290000,29/04/2019,LE17 4QS,D,N,F,59,GLOSTER ROAD,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BE9B-5CB0-E053-6B04A8C0F504/current,,
87E1551E-5686-6405-E053-6C04A8C0B2EE,214555,16/04/2019,LE17 4RW,D,N,F,105,GREENACRES DRIVE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5686-6405-E053-6C04A8C0B2EE/current,,
87E1551E-551E-6405-E053-6C04A8C0B2EE,255000,16/04/2019,LE17 4TU,D,N,F,11,WOODLEA AVENUE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-551E-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-BE61-5CB0-E053-6B04A8C0F504,245000,18/04/2019,LE17 4UW,S,N,F,44,POPPY ROAD,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BE61-5CB0-E053-6B04A8C0F504/current,,
8F1B26BD-E2F5-53DB-E053-6C04A8C03649,325000,30/04/2019,LE17 4XF,D,N,F,5,SHELLEY DRIVE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-E2F5-53DB-E053-6C04A8C03649/current,,
8A78B2AF-BC31-5CB0-E053-6B04A8C0F504,440000,24/04/2019,LE17 5AJ,D,N,F,FINCHES,MAIN ROAD,CLAYBROOKE MAGNA,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BC31-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BC47-5CB0-E053-6B04A8C0F504,287000,25/04/2019,LE17 5BN,D,N,F,PENYLAN,MANOR ROAD,ULLESTHORPE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BC47-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BDEE-5CB0-E053-6B04A8C0F504,335000,25/04/2019,LE17 5BY,D,N,F,LA CABANA,FROLESWORTH ROAD,ULLESTHORPE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BDEE-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BBCB-5CB0-E053-6B04A8C0F504,199950,12/04/2019,LE17 5DL,T,N,F,23,GOODACRE ROAD,ULLESTHORPE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BBCB-5CB0-E053-6B04A8C0F504/current,
87E1551E-53E5-6405-E053-6C04A8C0B2EE,647000,05/04/2019,LE17 5EG,D,N,F,3,MAIN STREET,FROLESWORTH,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-53E5-6405-E053-6C04A8C0B2EE/current,
8A78B2AF-BF3C-5CB0-E053-6B04A8C0F504,330000,24/04/2019,LE17 5FJ,D,Y,F,61,FAIRWAY MEADOWS,ULLESTHORPE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF3C-5CB0-E053-6B04A8C0F504/current,
8F1B26BD-E241-53DB-E053-6C04A8C03649,326000,17/04/2019,LE17 5FJ,D,Y,F,80,FAIRWAY MEADOWS,ULLESTHORPE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-E241-53DB-E053-6C04A8C03649/current,
8CAC1318-6BE9-0253-E053-6B04A8C08E51,520000,26/04/2019,LE17 5PB,D,Y,F,19,MILL LANE,GILMORTON,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-6BE9-0253-E053-6B04A8C08E51/current,
8A78B2AF-BE9F-5CB0-E053-6B04A8C0F504,265000,29/04/2019,LE17 6BS,D,N,F,4,CHAPEL FIELDS,SWINFORD,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BE9F-5CB0-E053-6B04A8C0F504/current,
98C75472-0812-72E9-E053-6B04A8C042F0,300000,18/04/2019,LE17 6DG,S,N,F,3,SWINFORD ROAD,CATTHORPE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/98C75472-0812-72E9-E053-6B04A8C042F0/current,
A2479555-D453-74C7-E053-6B04A8C0887D,300000,26/04/2019,LE17 6DG,S,N,F,9,SWINFORD ROAD,CATTHORPE,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,B,http://landregistry.data.gov.uk/data/ppi/transaction/A2479555-D453-74C7-E053-6B04A8C0887D/current,
87E1551E-542D-6405-E053-6C04A8C0B2EE,411950,03/04/2019,LE17 6EL,D,N,F,2,WHEELWRIGHT CLOSE,NORTH KILWORTH,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-542D-6405-E053-6C04A8C0B2EE/current,
8A78B2AF-BD01-5CB0-E053-6B04A8C0F504,400000,26/04/2019,LE17 6ET,D,N,F,THE OLD SHOP,HIGH STREET,NORTH KILWORTH,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BD01-5CB0-E053-6B04A8C0F504/current,
9B361206-7016-1904-E053-6B04A8C0EEB5,900000,26/04/2019,LE17 6HE,D,N,F,SUNDOWN HOUSE,SOUTH KILWORTH ROAD,NORTH KILWORTH,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-7016-1904-E053-6B04A8C0EEB5/current,
8F1B26BD-E0ED-53DB-E053-6C04A8C03649,440000,25/04/2019,LE17 6LG,D,N,F,21,HUNTERS CLOSE,HUSBANDS BOSWORTH,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-E0ED-53DB-E053-6C04A8C03649/current,
93E6821E-7FBD-40FD-E053-6B04A8C0C1DF,615000,12/04/2019,LE17 6PF,D,N,F,THE COTTAGE,THE BANK,SHEARSBY,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-7FBD-40FD-E053-6B04A8C0C1DF/current,
98C75472-0810-72E9-E053-6B04A8C042F0,790000,12/04/2019,LE17 6PG,D,N,F,WILLOW COTTAGE,CHURCH LANE,SHEARSBY,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/98C75472-0810-72E9-E053-6B04A8C042F0/current,
8A78B2AF-BF5B-5CB0-E053-6B04A8C0F504,539995,26/04/2019,LE17 6RA,D,Y,F,7,TOWNEND CLOSE,HUSBANDS BOSWORTH,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF5B-5CB0-E053-6B04A8C0F504/current,
8A78B2AF-BF85-5CB0-E053-6B04A8C0F504,504995,26/04/2019,LE17 6RA,D,Y,F,8,TOWNEND CLOSE,HUSBANDS BOSWORTH,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF85-5CB0-E053-6B04A8C0F504/current,
8CAC1318-6C22-0253-E053-6B04A8C08E51,529995,26/04/2019,LE17 6RA,D,Y,F,9,TOWNEND CLOSE,HUSBANDS BOSWORTH,LUTTERWORTH,HARBOROUGH,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-6C22-0253-E053-6B04A8C08E51/current,
8A78B2AF-BBF0-5CB0-E053-6B04A8C0F504,238000,18/04/2019,LE18 1AB,S,N,F,81,AYLESTONE LANE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BBF0-5CB0-E053-6B04A8C0F504/current,,
87E1551E-E5B2-6405-E053-6C04A8C0B2EE,190000,10/04/2019,LE18 1BL,S,N,F,8,DALE AVENUE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,B,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-E5B2-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-BD40-5CB0-E053-6B04A8C0F504,210000,18/04/2019,LE18 1BP,S,N,F,42,LYNMOUTH DRIVE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BD40-5CB0-E053-6B04A8C0F504/current,,
87E1551E-56AB-6405-E053-6C04A8C0B2EE,110000,05/04/2019,LE18 1BQ,S,N,F,10,SHACKERDALE ROAD,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-56AB-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-BB49-5CB0-E053-6B04A8C0F504,233000,16/04/2019,LE18 1DP,S,N,F,7,HORNDEAN AVENUE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BB49-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BE74-5CB0-E053-6B04A8C0F504,200000,30/04/2019,LE18 1DQ,S,N,F,18,INGLEBY ROAD,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BE74-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BC1C-5CB0-E053-6B04A8C0F504,265000,30/04/2019,LE18 1DW,S,N,F,8,MAPLETON ROAD,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BC1C-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BE7F-5CB0-E053-6B04A8C0F504,205000,26/04/2019,LE18 1ED,S,N,F,38,WILLOW PARK DRIVE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BE7F-5CB0-E053-6B04A8C0F504/current,,
87E1551E-E5C6-6405-E053-6C04A8C0B2EE,172000,24/04/2019,LE18 1FE,S,N,F,34,ASHBOURNE ROAD,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,B,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-E5C6-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-BEB4-5CB0-E053-6B04A8C0F504,146000,23/04/2019,LE18 1FN,S,N,F,59,BURLEIGH AVENUE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BEB4-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BD73-5CB0-E053-6B04A8C0F504,185000,16/04/2019,LE18 1FW,S,N,F,32,NORTHFIELD AVENUE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BD73-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BCEF-5CB0-E053-6B04A8C0F504,248000,16/04/2019,LE18 1HA,S,N,F,46,BRADGATE DRIVE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BCEF-5CB0-E053-6B04A8C0F504/current,,
87E1551E-52C2-6405-E053-6C04A8C0B2EE,175000,05/04/2019,LE18 1HL,S,N,F,49,KINGSTON AVENUE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-52C2-6405-E053-6C04A8C0B2EE/current,,
87E1551E-56E5-6405-E053-6C04A8C0B2EE,470000,16/04/2019,LE18 1JQ,D,N,F,19A,GRANVILLE ROAD,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-56E5-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-BFB9-5CB0-E053-6B04A8C0F504,325000,25/04/2019,LE18 1JQ,D,N,F,57,GRANVILLE ROAD,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BFB9-5CB0-E053-6B04A8C0F504/current,,
87E1551E-52E8-6405-E053-6C04A8C0B2EE,170000,09/04/2019,LE18 2BD,T,N,F,48,CHERRY STREET,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-52E8-6405-E053-6C04A8C0B2EE/current,,
87E1551E-5662-6405-E053-6C04A8C0B2EE,170000,04/04/2019,LE18 2EJ,S,N,F,52,ORSON DRIVE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5662-6405-E053-6C04A8C0B2EE/current,,
8CAC1319-0AD2-0253-E053-6B04A8C08E51,190000,26/04/2019,LE18 2EY,T,N,F,8,HEATHERLEY GROVE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,B,http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1319-0AD2-0253-E053-6B04A8C08E51/current,,
87E1551E-52C5-6405-E053-6C04A8C0B2EE,150000,12/04/2019,LE18 2FJ,T,N,F,6,WILTSHIRE ROAD,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-52C5-6405-E053-6C04A8C0B2EE/current,,
87E1551E-5277-6405-E053-6C04A8C0B2EE,172000,02/04/2019,LE18 2FW,T,N,F,3,POCHINS CLOSE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5277-6405-E053-6C04A8C0B2EE/current,,
87E1551E-535E-6405-E053-6C04A8C0B2EE,172000,11/04/2019,LE18 2FW,T,N,F,14,POCHINS CLOSE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-535E-6405-E053-6C04A8C0B2EE/current,,
87E1551E-5568-6405-E053-6C04A8C0B2EE,300000,05/04/2019,LE18 2GP,D,N,F,5,SHERBORNE AVENUE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5568-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-C02D-5CB0-E053-6B04A8C0F504,200000,30/04/2019,LE18 2HJ,S,N,F,46,FALMOUTH DRIVE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-C02D-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BBD3-5CB0-E053-6B04A8C0F504,215000,09/04/2019,LE18 2HS,S,N,F,27,HALCROFT RISE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BBD3-5CB0-E053-6B04A8C0F504/current,,
87E1551E-5422-6405-E053-6C04A8C0B2EE,180000,08/04/2019,LE18 2HS,S,N,F,42,HALCROFT RISE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5422-6405-E053-6C04A8C0B2EE/current,,
87E1551E-53B3-6405-E053-6C04A8C0B2EE,270000,05/04/2019,LE18 2HW,D,N,F,66,PENZANCE AVENUE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-53B3-6405-E053-6C04A8C0B2EE/current,,
87E1551E-56C6-6405-E053-6C04A8C0B2EE,272500,05/04/2019,LE18 2RE,S,N,F,3,BODENHAM CLOSE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-56C6-6405-E053-6C04A8C0B2EE/current,,
8A78B2AF-BB82-5CB0-E053-6B04A8C0F504,234000,18/04/2019,LE18 2RG,D,N,F,4,DURNFORD ROAD,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BB82-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BD0D-5CB0-E053-6B04A8C0F504,215000,26/04/2019,LE18 2RJ,D,N,F,1,LAVERSTOCK ROAD,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BD0D-5CB0-E053-6B04A8C0F504/current,,
8A78B2AF-BBE1-5CB0-E053-6B04A8C0F504,215000,25/04/2019,LE18 2RQ,S,N,F,19,WELLHOUSE CLOSE,WIGSTON,OADBY AND WIGSTON,LEICESTERSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BBE1-5CB0-E053-6B04A8C0F504/current,,
